RESPOND_ID,EXAMIN_BEGIN_DE,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,ANSWRR_OC_AREA_NM,HSHLD_INCOME_DGREE_NM,LSR_TIME_USE_PURPS_RN1_VALUE,LSR_TIME_USE_PURPS_RN2_VALUE,WORKDAY_DAY_AVRG_LSR_TIME_VALUE,WKEND_DAY_AVRG_LSR_TIME_VALUE,LSR_TIME_REST_RCRT_USE_RATE,LSR_TIME_HOBBY_USE_RATE,LSR_TIME_SELF_IMPT_USE_RATE,LSR_TIME_TWDPSN_RLTN_FLWSP_USE_RATE,LSR_TIME_ETC_USE_RATE,INTRST_LSR_ACT_RN1_VALUE,INTRST_LSR_ACT_RN2_VALUE,INTRST_LSR_ACT_RN3_VALUE,INTRST_LSR_ACT_RN4_VALUE,INTRST_LSR_ACT_RN5_VALUE
53333666,20230503,F,30대,경상북도,300이상500만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해,3,5,40,10,20,30,0,맛집-카페 탐방,요리-베이킹,게임,어학-기술-자격증 취득,SNS -인터넷 커뮤니티 활동
53333839,20230503,F,20대,전라남도,무응답,자기만족-즐거움을 위해,스트레스 해소를 위해,1,2,50,50,0,0,0,춤-무용 직접 활동 및 수강하기,없음,없음,없음,없음
53333851,20230503,F,30대,경기도,700만원 이상,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,2,6,20,30,10,40,0,요가-필라테스 직접 하기,계모임-동창회-사교모임,가족-친지 만남,소풍-피크닉,사회봉사활동
53333869,20230503,F,30대,전라남도,300이상500만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해,3,6,80,0,20,0,0,게임,SNS -인터넷 커뮤니티 활동,산책-걷기,독서,기타 자기계발-자기관리
53333944,20230503,F,30대,인천광역시,700만원 이상,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,4,16,70,10,15,5,0,영상 컨텐츠 시청,만화책 보기,낮잠자기,쇼핑,산책-걷기
53334017,20230503,M,20대,경상남도,300만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해,3,6,25,25,25,25,0,게임,걷기-속보-조깅 직접 하기,해외 프로스포츠 영상 시청,어학-기술-자격증 취득,e스포츠 영상 시청
53334151,20230503,M,40대,경기도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해,1,4,50,20,0,30,0,영상 컨텐츠 시청,없음,없음,없음,없음
53334296,20230503,F,60대,서울특별시,500이상700만원 미만,건강 관리를 위해,스트레스 해소를 위해,2,4,20,50,0,30,0,산책-걷기,쇼핑,수영 직접 하기,친구-이성친구 만남,헬스-보디빌딩 직접 하기
53334382,20230503,M,20대,인천광역시,300이상500만원 미만,스트레스 해소를 위해,건강 관리를 위해,3,10,30,50,0,20,0,게임,구기스포츠 직접 하기,음주-유흥,없음,없음
53334445,20230503,F,40대,경상북도,300이상500만원 미만,마음의 안정-휴식을 위해,건강 관리를 위해,2,1,10,60,10,20,0,구기스포츠 직접 하기,가족-친지 만남,없음,없음,없음
53334485,20230503,F,60대,전라북도,300만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,3,3,80,0,20,0,0,영상 컨텐츠 시청,없음,없음,없음,없음
53334526,20230503,F,40대,부산광역시,500이상700만원 미만,스트레스 해소를 위해,대인 관계-교제를 위해,2,2,20,0,50,30,0,수다-잡담하기,사회봉사활동,드라이브,기타 자기계발-자기관리,독서
53334565,20230503,F,20대,경기도,700만원 이상,마음의 안정-휴식을 위해,스트레스 해소를 위해,3,8,100,0,0,0,0,영상 컨텐츠 시청,없음,없음,없음,없음
53334598,20230503,M,50대,대구광역시,300이상500만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해,2,5,10,70,5,15,0,등산 직접 하기,음주-유흥,걷기-속보-조깅 직접 하기,산책-걷기,친구-이성친구 만남
53334634,20230503,F,40대,대전광역시,300이상500만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해,1,3,20,50,30,0,0,SNS -인터넷 커뮤니티 활동,없음,없음,없음,없음
53334639,20230503,F,40대,경기도,300만원 미만,마음의 안정-휴식을 위해,남는 시간을 보내기 위해,2,6,90,0,0,10,0,영상 컨텐츠 시청,낮잠자기,산책-걷기,없음,없음
53334856,20230503,F,50대,서울특별시,500이상700만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해,2,5,100,0,0,0,0,걷기-속보-조깅 직접 하기,요가-필라테스 직접 하기,없음,없음,없음
53335502,20230503,M,20대,경기도,300만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,5,7,70,30,0,0,0,게임,없음,없음,없음,없음
53335505,20230503,F,50대,대구광역시,300만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해,3,5,30,30,10,30,0,음악-라디오 감상,사회봉사활동,친구-이성친구 만남,영화관 관람,낮잠자기
53335621,20230503,F,30대,경상남도,300만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해,2,5,40,0,10,50,0,국내 여행,SNS -인터넷 커뮤니티 활동,낮잠자기,음주-유흥,맛집-카페 탐방
53335669,20230503,F,50대,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,3,8,50,40,10,0,0,게임,산책-걷기,없음,없음,없음
53335944,20230503,F,60대,경기도,300만원 미만,남는 시간을 보내기 위해,건강 관리를 위해,2,5,20,20,10,30,20,드라이브,쇼핑,음악-라디오 감상,산책-걷기,국내 프로스포츠 영상 시청
53336039,20230503,F,20대,경상남도,무응답,마음의 안정-휴식을 위해,스트레스 해소를 위해,4,4,80,0,0,20,0,영상 컨텐츠 시청,SNS -인터넷 커뮤니티 활동,없음,없음,없음
53336044,20230503,M,20대,서울특별시,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,8,10,30,20,10,40,0,테마파크-시설 방문,볼링_ 당구-포켓볼 직접 하기,없음,없음,없음
53336078,20230503,F,60대,경상남도,300만원 미만,건강 관리를 위해,자기만족-즐거움을 위해,1,2,30,30,10,20,10,걷기-속보-조깅 직접 하기,쇼핑,요가-필라테스 직접 하기,산책-걷기,수영 직접 하기
53336287,20230503,F,50대,경기도,300만원 미만,대인 관계-교제를 위해,가족-지인 등과 시간을 보내기 위해,5,6,50,10,0,40,0,SNS -인터넷 커뮤니티 활동,국내 여행,맛집-카페 탐방,쇼핑,게임
53336406,20230503,M,50대,경상북도,300만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,3,6,40,0,0,60,0,라켓스포츠 직접 하기,낚시,온천-사우나-찜질방,없음,없음
53336434,20230503,F,50대,경기도,300만원 미만,자기 계발을 위해,건강 관리를 위해,1,3,30,5,10,30,25,종교활동,영화관 관람,산책-걷기,국내 여행,수영 직접 하기
53336473,20230503,F,50대,경기도,700만원 이상,자기 계발을 위해,스트레스 해소를 위해,1,4,10,10,50,30,0,독서,맛집-카페 탐방,국내 여행,쇼핑,산책-걷기
53336495,20230503,M,40대,서울특별시,300만원 미만,자기 계발을 위해,가족-지인 등과 시간을 보내기 위해,5,12,10,50,10,30,0,테마파크-시설 방문,걷기-속보-조깅 직접 하기,연극-뮤지컬 관람,없음,없음
53336551,20230503,F,50대,경기도,300이상500만원 미만,건강 관리를 위해,스트레스 해소를 위해,1,3,50,10,10,30,0,국내 여행,없음,없음,없음,없음
53336575,20230503,F,20대,경기도,300만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,4,8,80,0,0,20,0,영상 컨텐츠 시청,낮잠자기,수다-잡담하기,친구-이성친구 만남,가족-친지 만남
53336669,20230503,M,40대,세종특별자치시,300만원 미만,남는 시간을 보내기 위해,스트레스 해소를 위해,2,8,100,0,0,0,0,영상 컨텐츠 시청,낮잠자기,없음,없음,없음
53336680,20230503,F,40대,서울특별시,300만원 미만,자기만족-즐거움을 위해,자기 계발을 위해,6,2,20,40,30,10,0,독서,요리-베이킹,쇼핑,SNS -인터넷 커뮤니티 활동,미술 직접 활동 및 수강하기
53336701,20230503,F,50대,서울특별시,300만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해,1,3,50,20,0,30,0,산책-걷기,등산 직접 하기,낮잠자기,수다-잡담하기,국내 여행
53336815,20230503,M,60대,경기도,300만원 미만,건강 관리를 위해,대인 관계-교제를 위해,2,3,40,20,10,30,0,음주-유흥,산책-걷기,사진 촬영,국내 프로스포츠 영상 시청,국내 여행
53336821,20230503,F,40대,강원도,500이상700만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,0,3,10,0,0,90,0,종교활동,계모임-동창회-사교모임,걷기-속보-조깅 직접 하기,수다-잡담하기,음악-라디오 감상
53336907,20230503,M,60대,대구광역시,300만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해,4,5,50,20,30,0,0,독서,계모임-동창회-사교모임,등산 직접 하기,신문-잡지보기,헬스-보디빌딩 직접 하기
53336969,20230503,F,60대,광주광역시,300이상500만원 미만,건강 관리를 위해,대인 관계-교제를 위해,3,2,15,35,15,35,0,줄넘기-맨손체조-스트레칭 직접 하기,걷기-속보-조깅 직접 하기,가족-친지 만남,영상 컨텐츠 시청,산책-걷기
53336974,20230503,F,50대,경기도,700만원 이상,스트레스 해소를 위해,마음의 안정-휴식을 위해,4,6,80,10,10,0,0,쇼핑,없음,없음,없음,없음
53336979,20230503,M,30대,인천광역시,300이상500만원 미만,건강 관리를 위해,스트레스 해소를 위해,1,2,50,50,0,0,0,구기스포츠 직접 하기,종교활동,온천-사우나-찜질방,없음,없음
53336989,20230503,F,40대,인천광역시,300만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해,2,4,70,0,30,0,0,낮잠자기,독서,국내 프로스포츠 영상 시청,국내 프로스포츠 현장 관람,산책-걷기
53337098,20230503,M,50대,전라남도,700만원 이상,건강 관리를 위해,마음의 안정-휴식을 위해,2,4,10,50,30,10,0,골프 직접 하기,걷기-속보-조깅 직접 하기,골프 영상 시청,기타 자기계발-자기관리,독서
53337118,20230503,M,50대,경상북도,무응답,자기만족-즐거움을 위해,없음,0,3,10,50,30,10,0,종교활동,없음,없음,없음,없음
53337230,20230503,M,30대,충청북도,무응답,자기 계발을 위해,가족-지인 등과 시간을 보내기 위해,4,5,0,0,20,80,0,가족-친지 만남,없음,없음,없음,없음
53337321,20230503,F,50대,부산광역시,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해,2,2,30,20,40,10,0,걷기-속보-조깅 직접 하기,요리-베이킹,영상 컨텐츠 시청,맛집-카페 탐방,기타 관광-여행
53337324,20230503,M,20대,충청북도,300만원 미만,스트레스 해소를 위해,건강 관리를 위해,2,5,100,0,0,0,0,게임,없음,없음,없음,없음
53337551,20230503,F,20대,경기도,300만원 미만,건강 관리를 위해,자기만족-즐거움을 위해,3,10,35,50,5,10,0,헬스-보디빌딩 직접 하기,게임,기타 자기계발-자기관리,없음,없음
53337629,20230503,M,40대,경기도,500이상700만원 미만,마음의 안정-휴식을 위해,건강 관리를 위해,4,10,30,30,30,10,0,걷기-속보-조깅 직접 하기,기타 자기계발-자기관리,없음,없음,없음
53337806,20230503,F,60대,충청남도,700만원 이상,대인 관계-교제를 위해,자기 계발을 위해,14,2,20,20,30,30,0,걷기-속보-조깅 직접 하기,문학 행사 관람,온천-사우나-찜질방,독서,영화관 관람
53337832,20230503,M,50대,경기도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,없음,4,12,10,5,5,80,0,쇼핑,게임,가족-친지 만남,맛집-카페 탐방,캠핑-차박
53337853,20230503,F,50대,대전광역시,300이상500만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,3,2,80,0,20,0,0,맛집-카페 탐방,없음,없음,없음,없음
53337965,20230503,M,40대,전라북도,300이상500만원 미만,건강 관리를 위해,스트레스 해소를 위해,1,1,40,20,20,20,0,국내 프로스포츠 영상 시청,구기스포츠 직접 하기,없음,없음,없음
53338015,20230503,M,50대,광주광역시,300만원 미만,자기만족-즐거움을 위해,건강 관리를 위해,0,2,30,50,0,20,0,골프 직접 하기,영상 컨텐츠 시청,친구-이성친구 만남,낮잠자기,국내 여행
53338099,20230503,F,30대,경기도,300이상500만원 미만,자기만족-즐거움을 위해,건강 관리를 위해,3,5,60,20,10,10,0,요가-필라테스 직접 하기,영상 컨텐츠 시청,맛집-카페 탐방,없음,없음
53338255,20230503,F,50대,경상북도,300이상500만원 미만,자기만족-즐거움을 위해,자기 계발을 위해,1,2,40,40,10,10,0,음악 직접 활동 및 수강하기,없음,없음,없음,없음
53338573,20230503,F,50대,서울특별시,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,2,5,50,5,5,40,0,낮잠자기,어학-기술-자격증 취득,산책-걷기,수다-잡담하기,영상 컨텐츠 시청
53338857,20230503,F,50대,경기도,500이상700만원 미만,건강 관리를 위해,없음,1,5,40,30,10,20,0,산책-걷기,계모임-동창회-사교모임,골프 영상 시청,없음,없음
53338865,20230503,M,50대,경기도,700만원 이상,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해,1,2,30,20,0,50,0,국내 여행,볼링_ 당구-포켓볼 직접 하기,없음,없음,없음
53339162,20230503,M,20대,울산광역시,700만원 이상,자기 계발을 위해,자기만족-즐거움을 위해,2,12,25,25,25,25,0,액티비티-체험,없음,없음,없음,없음
53339208,20230503,F,20대,대구광역시,무응답,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,5,3,50,10,10,10,20,영상 컨텐츠 시청,게임,없음,없음,없음
53339267,20230503,F,40대,서울특별시,700만원 이상,남는 시간을 보내기 위해,자기만족-즐거움을 위해,3,5,30,20,10,40,0,산책-걷기,문학 직접 활동 및 수강하기,없음,없음,없음
53339316,20230503,M,50대,서울특별시,500이상700만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해,4,8,10,10,70,10,0,독서,산책-걷기,줄넘기-맨손체조-스트레칭 직접 하기,걷기-속보-조깅 직접 하기,음악-라디오 감상
53339534,20230503,M,20대,인천광역시,300만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해,2,5,85,0,15,0,0,게임,쇼핑,영상 컨텐츠 시청,낮잠자기,없음
53339543,20230503,F,60대,경기도,500이상700만원 미만,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해,3,3,30,0,20,50,0,쇼핑,산책-걷기,종교활동,자전거-싸이클-산악자전거 직접 타기,게임
53339653,20230503,M,40대,충청북도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,2,4,30,10,10,50,0,산책-걷기,가족-친지 만남,낮잠자기,없음,없음
53339827,20230503,F,40대,인천광역시,500이상700만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해,4,2,30,60,10,0,0,등산 직접 하기,없음,없음,없음,없음
53339922,20230503,M,30대,서울특별시,300만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,1,3,30,30,10,30,0,게임,낮잠자기,산책-걷기,맛집-카페 탐방,자전거-싸이클-산악자전거 직접 타기
53340115,20230503,F,40대,울산광역시,300만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해,0,4,40,40,10,10,0,수영 직접 하기,산책-걷기,독서,없음,없음
53340126,20230503,F,30대,대전광역시,500이상700만원 미만,자기 계발을 위해,자기만족-즐거움을 위해,1,2,50,10,10,30,0,축제 참가,없음,없음,없음,없음
53340207,20230503,M,50대,전라북도,300만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,3,6,50,0,0,50,0,영상 컨텐츠 시청,낮잠자기,만화책 보기,친구-이성친구 만남,가족-친지 만남
53340468,20230503,M,50대,서울특별시,300이상500만원 미만,건강 관리를 위해,남는 시간을 보내기 위해,5,15,40,0,30,30,0,기타 스포츠 영상-현장 관람,갬블,산책-걷기,만화책 보기,드라이브
53340496,20230503,M,40대,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해,2,4,50,0,50,0,0,쇼핑,기타 관광-여행,국내 여행,영화관 관람,온천-사우나-찜질방
53340552,20230503,F,30대,경상북도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,2,10,20,0,0,10,70,소풍-피크닉,가족-친지 만남,테마파크-시설 방문,쇼핑,낮잠자기
53340654,20230503,M,20대,서울특별시,700만원 이상,스트레스 해소를 위해,자기만족-즐거움을 위해,1,5,80,10,0,10,0,낮잠자기,만화책 보기,친구-이성친구 만남,걷기-속보-조깅 직접 하기,음주-유흥
53340719,20230503,F,60대,전라남도,300이상500만원 미만,건강 관리를 위해,스트레스 해소를 위해,2,3,50,0,50,0,0,생활공예-원예,없음,없음,없음,없음
53340871,20230503,M,30대,광주광역시,300이상500만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해,2,13,50,0,0,50,0,국내 여행,낮잠자기,만화책 보기,산책-걷기,영상 컨텐츠 시청
53341228,20230503,M,20대,인천광역시,300만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,6,6,30,50,0,20,0,영상 컨텐츠 시청,헬스-보디빌딩 직접 하기,만화책 보기,쇼핑,게임
53341267,20230503,F,20대,세종특별자치시,무응답,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해,2,6,40,10,20,30,0,음악-라디오 감상,쇼핑,해외여행,산책-걷기,맛집-카페 탐방
53341278,20230503,M,50대,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해,1,4,10,70,10,10,0,산책-걷기,계모임-동창회-사교모임,해외여행,가족-친지 만남,연극-뮤지컬 관람
53341319,20230503,M,60대,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해,3,8,50,20,10,20,0,산책-걷기,영상 컨텐츠 시청,줄넘기-맨손체조-스트레칭 직접 하기,골프 직접 하기,국내 프로스포츠 영상 시청
53341403,20230503,F,40대,경기도,300만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해,2,5,60,0,10,30,0,수다-잡담하기,미술관-전시관 관람,쇼핑,산책-걷기,독서
53341480,20230503,M,30대,인천광역시,300이상500만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,8,14,40,10,20,30,0,영상 컨텐츠 시청,친구-이성친구 만남,음주-유흥,SNS -인터넷 커뮤니티 활동,산책-걷기
53341559,20230503,F,40대,경상남도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,3,3,0,0,0,0,100,기타 관광-여행,없음,없음,없음,없음
53341597,20230503,M,60대,대구광역시,300이상500만원 미만,자기 계발을 위해,건강 관리를 위해,3,3,0,30,0,70,0,해외 프로스포츠 영상 시청,계모임-동창회-사교모임,국내 여행,헬스-보디빌딩 직접 하기,드라이브
53341813,20230503,M,40대,서울특별시,300이상500만원 미만,마음의 안정-휴식을 위해,건강 관리를 위해,2,6,70,5,5,20,0,친구-이성친구 만남,없음,없음,없음,없음
53341861,20230503,M,30대,충청남도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,2,6,90,0,0,10,0,기타 취미-오락-휴식,없음,없음,없음,없음
53341970,20230503,F,50대,경상북도,300이상500만원 미만,남는 시간을 보내기 위해,자기만족-즐거움을 위해,4,0,50,10,20,20,0,등산 직접 하기,기타 취미-오락-휴식,산책-걷기,온천-사우나-찜질방,걷기-속보-조깅 직접 하기
53342118,20230503,F,30대,경기도,300만원 미만,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해,2,4,50,20,30,0,0,반려동물 돌보기,온천-사우나-찜질방,낮잠자기,산책-걷기,드라이브
53342135,20230503,M,60대,대구광역시,300만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해,5,5,0,80,0,20,0,골프 직접 하기,미술 직접 활동 및 수강하기,온천-사우나-찜질방,계모임-동창회-사교모임,없음
53342157,20230503,F,30대,경기도,500이상700만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해,4,5,50,0,10,40,0,가족-친지 만남,영상 컨텐츠 시청,낮잠자기,수다-잡담하기,독서
53342330,20230503,M,50대,서울특별시,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해,3,5,30,70,0,0,0,라켓스포츠 직접 하기,산책-걷기,해외 프로스포츠 영상 시청,쇼핑,맛집-카페 탐방
53342350,20230503,M,20대,대구광역시,300만원 미만,자기 계발을 위해,가족-지인 등과 시간을 보내기 위해,2,4,20,0,20,60,0,국내 여행,드라이브,없음,없음,없음
53342570,20230503,F,20대,경상남도,무응답,스트레스 해소를 위해,대인 관계-교제를 위해,3,8,70,0,0,30,0,영상 컨텐츠 시청,만화책 보기,낮잠자기,게임,SNS -인터넷 커뮤니티 활동
53342960,20230503,F,40대,대전광역시,300이상500만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해,2,10,70,10,0,20,0,영화관 관람,소풍-피크닉,국내 여행,연극-뮤지컬 관람,산책-걷기
53343035,20230503,F,20대,세종특별자치시,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해,2,5,40,10,20,30,0,요가-필라테스 직접 하기,독서,가족-친지 만남,국내 여행,해외여행
53343207,20230503,M,20대,인천광역시,500이상700만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해,14,14,50,0,30,20,0,게임,만화책 보기,독서,없음,없음
53343309,20230503,M,40대,경기도,500이상700만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해,1,3,10,30,60,0,0,낮잠자기,없음,없음,없음,없음
53343440,20230503,M,40대,세종특별자치시,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해,2,4,40,0,0,60,0,반려동물 돌보기,맛집-카페 탐방,가족-친지 만남,없음,없음
53343494,20230503,M,40대,경상남도,300이상500만원 미만,스트레스 해소를 위해,자기 계발을 위해,1,3,50,50,0,0,0,갬블,없음,없음,없음,없음
53343547,20230503,M,30대,충청북도,300이상500만원 미만,스트레스 해소를 위해,건강 관리를 위해,2,3,20,80,0,0,0,헬스-보디빌딩 직접 하기,국내 여행,구기스포츠 직접 하기,없음,없음
53343795,20230503,M,60대,경상북도,500이상700만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해,3,5,30,40,10,20,0,등산 직접 하기,걷기-속보-조깅 직접 하기,보드게임-퍼즐-바둑-장기-체스 등,헬스-보디빌딩 직접 하기,온천-사우나-찜질방
53343797,20230503,F,40대,울산광역시,300이상500만원 미만,자기만족-즐거움을 위해,자기 계발을 위해,6,8,50,10,30,10,0,독서,맛집-카페 탐방,SNS -인터넷 커뮤니티 활동,쇼핑,친구-이성친구 만남
53344211,20230503,M,20대,경상남도,500이상700만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해,2,5,40,10,10,40,0,맛집-카페 탐방,음악-라디오 감상,드라이브,쇼핑,게임
53344309,20230503,M,20대,광주광역시,300만원 미만,자기만족-즐거움을 위해,남는 시간을 보내기 위해,16,12,90,5,5,0,0,쇼핑,영상 컨텐츠 시청,음악-라디오 감상,기타 취미-오락-휴식,게임
53344413,20230503,M,60대,경기도,300이상500만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해,4,6,20,10,30,10,30,해외여행,국내 여행,없음,없음,없음
53344488,20230503,M,30대,경상남도,300이상500만원 미만,자기만족-즐거움을 위해,없음,1,1,0,100,0,0,0,골프 직접 하기,없음,없음,없음,없음
53344646,20230503,F,40대,인천광역시,300이상500만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해,1,3,90,0,0,10,0,SNS -인터넷 커뮤니티 활동,게임,영상 컨텐츠 제작,낮잠자기,영상 컨텐츠 시청
53344717,20230503,F,60대,경상북도,300만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해,6,6,35,30,0,35,0,가족-친지 만남,낮잠자기,온천-사우나-찜질방,없음,없음
53344921,20230503,F,60대,대구광역시,700만원 이상,건강 관리를 위해,자기만족-즐거움을 위해,6,8,25,35,30,10,0,골프 직접 하기,계모임-동창회-사교모임,걷기-속보-조깅 직접 하기,헬스-보디빌딩 직접 하기,온천-사우나-찜질방
53345245,20230503,F,50대,서울특별시,300만원 미만,건강 관리를 위해,자기 계발을 위해,3,0,10,60,0,30,0,걷기-속보-조깅 직접 하기,줄넘기-맨손체조-스트레칭 직접 하기,친구-이성친구 만남,문학 행사 관람,없음
53345415,20230503,M,40대,충청남도,300만원 미만,남는 시간을 보내기 위해,마음의 안정-휴식을 위해,3,6,30,0,50,20,0,쇼핑,독서,요리-베이킹,영상 컨텐츠 시청,낮잠자기
53345454,20230503,M,40대,경기도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,대인 관계-교제를 위해,3,5,30,20,0,50,0,걷기-속보-조깅 직접 하기,계모임-동창회-사교모임,구기스포츠 직접 하기,음주-유흥,국내 여행
53345464,20230503,M,60대,서울특별시,500이상700만원 미만,건강 관리를 위해,자기만족-즐거움을 위해,3,5,40,30,30,0,0,사진 촬영,영상 컨텐츠 시청,국내 여행,산책-걷기,국내 프로스포츠 영상 시청
53345487,20230503,M,60대,강원도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해,1,2,20,30,35,15,0,드라이브,국내 프로스포츠 영상 시청,줄넘기-맨손체조-스트레칭 직접 하기,걷기-속보-조깅 직접 하기,가족-친지 만남
53345758,20230503,M,60대,전라남도,300만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해,3,6,80,0,0,20,0,음주-유흥,영화관 관람,없음,없음,없음
53345787,20230503,M,40대,전라북도,300만원 미만,가족-지인 등과 시간을 보내기 위해,자기 계발을 위해,4,3,20,20,10,50,0,산책-걷기,격투 스포츠 영상 시청,친구-이성친구 만남,없음,없음
53345791,20230503,F,40대,충청남도,300이상500만원 미만,자기 계발을 위해,스트레스 해소를 위해,1,2,50,0,0,50,0,영상 컨텐츠 시청,드라이브,쇼핑,없음,없음
53345973,20230503,M,20대,충청남도,300만원 미만,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해,3,8,10,20,20,50,0,친구-이성친구 만남,낚시,맛집-카페 탐방,영화관 관람,국내 프로스포츠 영상 시청
53346002,20230503,M,50대,서울특별시,700만원 이상,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해,3,8,40,0,30,0,30,독서,줄넘기-맨손체조-스트레칭 직접 하기,걷기-속보-조깅 직접 하기,낮잠자기,종교활동
53346037,20230503,F,40대,대구광역시,500이상700만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해,4,5,50,0,30,20,0,영상 컨텐츠 시청,음악-라디오 감상,독서,인테리어,산책-걷기
53346063,20230503,F,60대,경기도,700만원 이상,건강 관리를 위해,스트레스 해소를 위해,3,1,30,20,20,30,0,걷기-속보-조깅 직접 하기,어학-기술-자격증 취득,맛집-카페 탐방,친구-이성친구 만남,해외여행
53346144,20230503,M,40대,부산광역시,300만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해,10,12,40,0,0,60,0,게임,미술관-전시관 관람,없음,없음,없음
53346162,20230503,F,40대,부산광역시,500이상700만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해,1,4,20,30,30,20,0,걷기-속보-조깅 직접 하기,요리-베이킹,독서,음악-라디오 감상,맛집-카페 탐방
53346212,20230503,M,20대,경상남도,300이상500만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해,2,5,40,30,20,10,0,어학-기술-자격증 취득,없음,없음,없음,없음
53346413,20230503,M,40대,경기도,300만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,8,15,90,0,0,10,0,영상 컨텐츠 시청,게임,e스포츠 영상 시청,해외 프로스포츠 영상 시청,음주-유흥
